0,1
52,Boat and ship builders and repairers
52,Rail and rolling stock builders and repairers
52,Electric vehicle charging point installers
52,Electro-mechanical technicians
52,Installation and maintenance electricians
52,Smart energy experts
52,Solar panel installers
52,Street lighting electrician
52,Electricians and electrical fitters n.e.c.
52,Telecoms and related network installers and repairers
52,"TV, video and audio servicers and repairers"
52,Computer system and equipment installers and servicers
52,Security system installers and repairers
52,Electrical service and maintenance mechanics and repairers
52,Broadcast and communications technicians
52,Overhead line workers
52,Signal workers
52,Electrical and electronic trades n.e.c.
52,"Skilled metal, electrical and electronic trades supervisors"
53,Steel erectors
53,Dry stone wallers
53,Monumental masons
53,Stonemasons
53,Stonemasons and related trades n.e.c.
53,Bricklayers
53,Felt and flat roofers
53,Sheeters and cladders
53,Thatchers
53,Tilers and slaters
53,"Roofers, roof tilers and slaters n.e.c."
53,Plumbers and heating and ventilation installers and repairers
53,Bedroom and kitchen fitters
53,Carpenters
53,Joiners
53,Carpenters and joiners n.e.c.
53,Glass cutters and glaziers
53,Window fabricators
53,Window fitters
53,"Glaziers, window fabricators and fitters n.e.c."
53,Builders
53,Divers
53,Fence erectors
53,Industrial climbers
53,Remotely Operated Vehicle (ROV) operators
53,Steel fixers and underpinners
53,Construction and building trades n.e.c.
53,Dry liners
53,Plasterers (wall and decorative)
53,Carpet and linoleum fitters
53,Floor layers
53,Tilers
53,Floorers and wall tilers n.e.c.
53,Painters and decorators
53,Carpenter and joinery supervisors
53,Demolition supervisors
53,Painting supervisors
53,Plumbing supervisors
53,Road construction supervisors
53,Roofing supervisors
53,Scaffolding supervisors
53,Construction and building trade supervisors n.e.c.
54,Curtain makers
54,Trimmers and upholsterers
54,Upholsterers n.e.c.
54,Footwear makers and repairers
54,Leather workers (excludes leather dressing)
54,Footwear and leather working trades n.e.c.
54,Costume makers
54,Dressmakers
54,Fitters and alterations assistants
54,Kilt makers
54,"Milliners (excludes wholesale, retail trade)"
54,Tailors
54,Tailors and dressmakers n.e.c.
54,Embroiderers and sewers
54,Knitters
54,Sail makers
54,"Weavers (excludes basket, wig and wire goods mfr)"
54,"Textiles, garments and related trades n.e.c."
54,Pre-press technicians
54,Digital printers
54,Flexographic printers
54,Lithographic printers
54,Screen printers
54,Printers n.e.c.
54,Print finishing and binding workers
54,Butchers
54,Slaughterers
54,Bakers (excludes food process bakery workers and textile manufacturing)
54,Cake decorators and designers
54,Bakers and flour confectioners n.e.c.
54,Fishmongers
54,Poultry dressers
54,Fishmongers and poultry dressers n.e.c.
54,Chefs
54,Cooks
54,Catering and bar managers
54,"Ceramic makers, decorators and finishers"
54,Ceramic potters
54,Glass blowers
54,"Glass makers, decorators and finishers"
54,Optical glass makers
54,"Glass and ceramics makers, decorators and finishers n.e.c."
54,Cabinet makers (excludes metal)
54,Furniture makers and fitters
54,Furniture restorers
54,Furniture sprayers and finishers
54,Picture framers
54,Shed makers
54,Furniture makers and other craft woodworkers n.e.c.
54,Florists
54,Basket makers (excludes wire goods mfr)
54,Candle makers
54,"Goldsmiths, silversmiths, jewellers and precious stone workers"
54,Hairpiece and wig makers
54,Metal engravers
54,Craft model makers
54,"Musical instrument repairers, makers and tuners"
54,Sign makers and writers
54,Toy makers and repairers
54,Other skilled trades n.e.c.
61,Early education and childcare assistants
61,Cover supervisors
61,School teaching assistants
61,Teaching assistants n.e.c.
61,Behaviour support assistants
61,Communication support assistants
61,Learning support assistants
61,Educational support assistants n.e.c.
61,Childminders
61,Au pairs
61,Nannies
61,Playworkers
61,Fumigators
61,Mole catchers
61,Rodent control officers
61,Pest control officers n.e.c.
61,Animal boarding assistants
61,Animal breeders
61,Animal groomers
61,Animal trainers (excludes performing animals)
61,Animal walkers
61,Animal welfare workers
61,Stable workers
61,Veterinary assistants
61,Zookeepers
61,Animal care services occupations n.e.c.
61,Blood donor carers and phlebotomists
61,First aid trainers
61,Maternity care assistants
61,Occupational therapy assistants
61,Physiotherapy assistants
61,Radiography assistants
61,Speech and language therapy assistants
61,Sterile services assistants
61,Theatre assistants (excludes entertainment)
61,Nursing auxiliaries and assistants n.e.c.
61,Ambulance staff (excluding paramedics)
61,Dental nurses
61,Foster carers
61,Residential childcare practitioners
61,School matrons and houseparents
61,Residential housing wardens
61,Houseparents and residential wardens n.e.c.
61,Community support workers
61,Home care workers
61,Residential care workers
61,Care workers and home carers n.e.c.
